District,Chiefdom,Name of PHU,Community,School Name,School enrollment
PORT LOKO,LOKOMASAMA,Gbinty Wallah CHP,GBAINTY WALLAH (LOKOMASAMA),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,310
PORT LOKO,LOKOMASAMA,Gbinty Wallah CHP,GBAINTY WALLAH (LOKOMASAMA),ROMAN CATHOLIC PRIMARY SCHOOL,395
PORT LOKO,LOKOMASAMA,Gbinty Wallah CHP,KATIC (LOKOMASAMA),CHURCH OF GOD PRIMARY SCHOOL,528
PORT LOKO,LOKOMASAMA,Gbinty Wallah CHP ,MAFORAY (LOKOMASAMA),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,298
PORT LOKO,LOKOMASAMA,Gbinty Wallah CHP ,MAPANG (LOKOMASAMA),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,360
PORT LOKO,BAKEH LOKO,Gbonkoh Kareneh CHP ,ROKON (BAKEH LOKO),EVANGELICAL MODEL PRIIMARY SCHOOL,139
PORT LOKO,BAKEH LOKO,Gbonkoh Kareneh CHP ,ROMANY EACH 1 (ROFANYEA),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,357
PORT LOKO,BAKEH LOKO,Gbonkoh Kareneh CHP ,LIMBA CORNER (MAFORKI),ROMAN CATHOLIC PRIMARY SCHOOL,311
PORT LOKO,BAKEH LOKO,Gbonkoh Kareneh CHP ,MARONKA (BAKEH LOKO),EDUCAID PRIMARY SCHOOL MARONKA,105
PORT LOKO,BAKEH LOKO,Gbonkoh Kareneh CHP ,KASANKOH (BAKEH LOKO),MOVEMENT OF FAITH ISLAMIC PRIMARY SCHOOL,248
PORT LOKO,BAKEH LOKO,Gbonkoh Kareneh CHP ,MAKEMPITHA (BAKEH LOKO),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,180
PORT LOKO,BAKEH LOKO,Gbonkoh Kareneh CHP ,MAPATHE (BAKEH LOKO),MOVEMENT OF FAITH ISLAMIC PRIMARY SCHOOL,254
PORT LOKO,BAKEH LOKO,Gbonkoh Kareneh CHP ,LIMPKAKURU (MAFORKI),MOVEMENT OF FAITH ISLAMIC PRIMARY SCHOOL,182
PORT LOKO,LOKOMASAMA,GBONKOH KARENEH MCHP,GBONKOH KARENEH (LOKOMASAMA),KHULAFAI RASHIDEEN,257
PORT LOKO,BAKEH LOKO,Gbonkoh Kareneh CHP ,KARENEH (BAKEH LOKO),KHULAFAI RASHIDEEN ISLAMIC PRIMARY SCHOOL,95
PORT LOKO,BAKEH LOKO,Gbonkoh Kareneh CHP ,ROTIFUNK,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,0
PORT LOKO,KASSEH,Kagbanthama CHC ,KAGBANTHAMA (KASSEH),KHULAFAI RASHIDEEN ISLAMIC PRIMARY SCHOOL,108
PORT LOKO,KASSEH,Kagbanthama CHC ,KAGBATHAMA (KASSEH),ROMAN CATHOLIC PRIMARY SCHOOL,465
PORT LOKO,KASSEH,Kagbanthama CHC ,ROFRANCE (KASSEH),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,219
PORT LOKO,KASSEH,Kagbanthama CHC ,ROTIFUNK (KASSEH),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,431
PORT LOKO,KASSEH,Kagbanthama CHC ,ROGBITHON (KASSEH),KUIAFAI RASHIDEEN PRIMARY SCHOOL,266
PORT LOKO,KASSEH,Kagbanthama CHC ,MAGBANDO (KASSEH),KHULAFAI RASHIDEEN ISLAMIC PRIMARY SCHOOL,296
PORT LOKO,LOKOMASAMA,Kalangba MCHP,KALANGBA JUNCTION (LOKOMASAMA),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,485
PORT LOKO,LOKOMASAMA,Kalangba MCHP,KALANGBA (LOKOMASAMA),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,429
PORT LOKO,LOKOMASAMA,Kalangba MCHP ,KALANGBA (LOKOMASAMA),ROMAN CATHOLIC PRIMARY SCHOOL,345
PORT LOKO,LOKOMASAMA,Kalangba MCHP ,KALANGBA JUNCTION (LOKOMASAMA),PURE LIFE PRIMARY SCHOOL,128
PORT LOKO,LOKOMASAMA,Kalangba MCHP ,LUMPA (LOKOMASAMA),JARIATU ISLAMIC PRIMARY SCHOOL,117
PORT LOKO,LOKOMASAMA,Kalangba MCHP ,KALANGBA JUNCTION (LOKOMASAMA),KIDS ACADEMY PRIMARY SCHOOL,274
PORT LOKO,BUREH,Kalangba Bureh MCHP,ROKUPR WOSIE (BUREH),KING FAHAD ISLAMIC PRIMARY SCHOOL,245
PORT LOKO,BUREH,Kalangba Bureh MCHP ,MATATIE (BUREH),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,292
PORT LOKO,BUREH,Kalangba Bureh MCHP ,MAGBONTHA (BUREH),AFRICA METHODIST EPISCOPAL PRIMARY SCHOOL,265
PORT LOKO,MAKAMA,KAMBIA MAKAMA CHP,KAMBIA (MAKAMA),CHILDREN INTEGRATED DEVELOPED SERVICE,243
PORT LOKO,MAKAMA,KAMBIA MAKAMA CHP,ROSINT MAKAMA (MAKAMA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,248
PORT LOKO,MAKAMA,KAMBIA MAKAMA CHP,KAMBIA MAKAMA (MAKAMA),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,424
PORT LOKO,BAKEH LOKO,Kamaranka CHP ,MATHASKA (BAKEH LOKO),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,150
PORT LOKO,BAKEH LOKO,Kamaranka CHP ,ROPOLON LINE (BAKEH LOKO),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,137
PORT LOKO,BAKEH LOKO,Kamaranka CHP ,ROPOLON2 (BAKEH LOKO),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,194
PORT LOKO,BAKEH LOKO,Kamaranka CHP ,RORAL KAMEM (BAKEH LOKO),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,279
PORT LOKO,BAKEH LOKO,Kamaranka CHP ,KAMARANKA (BAKEH LOKO),MOVEMENT OF FAITH PRIMARY SCHOOL,289
PORT LOKO,BAKEH LOKO,Kamaranka CHP , ROLAL II  (BAKEH LOKO),AMAZONIAN BI-LINGUAL PRIMARY SCHOOL,272
PORT LOKO,BAKEH LOKO,Kamaranka CHP ,ROLAL (BAKEH LOKO),HOLY DELIVERANCE INTERNATIONAL ACADEMY PRIMARY SCHOOL,131
PORT LOKO,BAKEH LOKO,Kamaranka CHP ,KAMARANKA  (BAKEH LOKO),MOVEMENT OF FAITH ISLAMIC PRIMARY SCHOOL,203
PORT LOKO,BAKEH LOKO,Kamaranka CHP ,KAMBIA HIGHWAY PORT LOKO,TOPMAN ACADEMY PRIMARY SCHOOL,322
PORT LOKO,BAKEH LOKO,Kamaranka CHP ,ROKON KAMEM (BAKEH LOKO),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,415
PORT LOKO,BAKEH LOKO,Kamaranka CHP ,MAFORAY KA KARGBO,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,281
PORT LOKO,BAKEH LOKO,Kamaranka CHP ,MATHASKA,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,281
PORT LOKO,BAKEH LOKO,Kamaranka CHP ,ROPOLON1 (BAKEH LOKO),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,180
PORT LOKO,LOKOMASAMA,Kargbulor CHP,YEALISANDA,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,238
PORT LOKO,LOKOMASAMA,Kargbulor CHP ,GBANNEH (LOKOMASAMA),ANSARUL ISLAMIC PRIMARY SCHOOL,228
PORT LOKO,LOKOMASAMA,Kargbulor CHP ,KARGBULOR (LOKOMASAMA),CHURCH OF GOD PRIMARY SCHOOL,349
PORT LOKO,LOKOMASAMA,Kargbulor CHP ,Petifu Kargbulor,MOVEMENT OF FAITH ISLAMIC PRIMARY SECONDARY SCHOOL,595
PORT LOKO,KAFFU BULLOM,KASONGHA CHP,KASONGHA (KAFFU BULLOM),AMMAH PRIMARY SCHOOL,107
PORT LOKO,KAFFU BULLOM,KASONGHA CHP,KASONGHA (KAFFU BULLOM),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,520
PORT LOKO,KAFFU BULLOM,KASONGHA CHP,ROTIFUNK (KAFFU BULLOM),ADONAI PRIMARY SCHOOL,333
PORT LOKO,KAFFU BULLOM,KASONGHA CHP,ROTIFUNK (KAFFU BULLOM),VALINTIAL INTERNATIONAL,97
PORT LOKO,KAFFU BULLOM,KASONGHA CHP,ROTIFUNK (KAFFU BULLOM),WESLEYAN PRIMARY SCHOOL,391
PORT LOKO,KAFFU BULLOM,KASONGHA CHP,BOMBEH LUNGI (KAFFU BULLOM),KINGDOM HERITAGE PRIMARY SCHOOL,49
PORT LOKO,KAFFU BULLOM,KASONGHA CHP,ROTIFUNK (KAFFU BULLOM),HAJA MBALU PRIMARY SCHOOL LUNGI TOWN,198
PORT LOKO,KAFFU BULLOM,KASONGHA CHP,ROTIFUNK LUNGI (KAFFU BULLOM),BATHEL PRIMARY SCHOOL LUNGI,210
PORT LOKO,KAFFU BULLOM,KASONGHA CHP,ROTIFUNK (KAFFU BULLOM),BAPTIST PRIMARY SCHOOL,210
PORT LOKO,KAFFU BULLOM,KASONGHA CHP,ROYEAMA (KAFFU BULLOM),AFRICA MUSLIM AGENCY GENEROUS PRIMARY SCHOOL,393
PORT LOKO,KAFFU BULLOM,KASONGHA CHP,ROYEAMA (KAFFU BULLOM),KHULAFAI RASHIDEEN PRIMARY SCHOOL LUNGI,573
PORT LOKO,KAFFU BULLOM,KASONGHA CHP,KASONGHA (KAFFU BULLOM),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,359
PORT LOKO,KAFFU BULLOM,KASONGHA CHP,GBONKOH,World of life Primary School,318
PORT LOKO,KAFFU BULLOM,KASONGHA CHP,KASONGHA,Juldeh Jalloh Primary School,0
PORT LOKO,KAFFU BULLOM,KASONGHA CHP,NEW SITE,MCA Primary School,0
PORT LOKO,KAFFU BULLOM,KASONGHA CHP,POTHOKO ISLAND,Pothoko Primary School,0
PORT LOKO,MASIMERA,KATIC CHP,MAKERA,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,109
PORT LOKO,MASIMERA,KATIC CHP,MATH ALLAY,COMMUNITY EDUCATION DEVELOPMENT PRIMARY SCHOOL,82
PORT LOKO,MASIMERA,KATIC CHP,MATUKU,ROMAN CATHOLIC PRIMARY SCHOOL,287
PORT LOKO,MASIMERA,KATIC CHP,KATICK,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,262
PORT LOKO,MASIMERA,KATIC CHP,MATHEMPRA,EVANGELICAL MODEL PRIIMARY SCHOOL,250
PORT LOKO,MASIMERA,KATIC CHP,MASANKA,MASANKA PRIMARY SCHOOL,225
PORT LOKO,MASIMERA,KATIC CHP,MADIMBOR,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,218
PORT LOKO,MASIMERA,KATIC CHP,MAYOLLA THATHA,CHRISTIAN EVAGELICAL PRIMARY SCHOOL,187
PORT LOKO,KAMASONDO,Katongha MCHP,KATOMA (LOKOMASAMA),CHURCH OF GOD OF PROPHECY PRAMARY SCHOOL,380
PORT LOKO,LOKOMASAMA,Katongha MCHP,KATONGHA (LOKOMASAMA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,583
PORT LOKO,LOKOMASAMA,Katongha MCHP,KATONGHA (LOKOMASAMA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,583
PORT LOKO,KAMASONDO,Katongha MCHP,Makempitha,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,139
PORT LOKO,KAMASONDO,Katongha MCHP,Masorie,kulafinrasidin Primary school,184
PORT LOKO,KASSEH,Kawengha MCHP ,ROKAMA (KASSEH),KHULAFAI RASHIDEEN ROKAMA,212
PORT LOKO,KASSEH,Kawengha MCHP ,GBONKOMAKAL (KASSEH),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,343
PORT LOKO,KOYA,Kissy Koya CHP,KISSY KOYA (KOYA),CHURCH OF GOD OF PROPHECY PRIMARY SCHOOL,165
PORT LOKO,KOYA,Kissy Koya CHP,MAKERAY (KOYA),DANNY AND FRIENDS PRIMARY SCHOOL/SLIA Primary School,281
PORT LOKO,KOYA,Kissy Koya CHP,JABAMA (KOYA),JABAMA COMMUNITY PRIMARY SCHOOL,176
PORT LOKO,KOYA,Kissy Koya CHP,R0GBAYLOH (KOYA),BREAD OF LIFE PRIMARY SCHOOL,374
PORT LOKO,KOYA,Kissy Koya CHP,MABOIMA (KOYA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,342
PORT LOKO,KOYA,Kissy Koya CHP,MAKOLO (KOYA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,310
PORT LOKO,KOYA,Kissy Koya CHP,MAKOLO (KOYA),REDEMPTION PRIMARY MAKOLO,378
PORT LOKO,KOYA,Kissy Koya CHP,MAKOLOR (KOYA),MADRASATU AKIM ISLAMIC PRIMARY SCHOOL,247
PORT LOKO,KOYA,Kissy Koya CHP,MAMARA (KOYA),REDEMPTION PRIMARY SCHOOL,208
PORT LOKO,KOYA,Kissy Koya CHP,MASOKO (KOYA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,254
PORT LOKO,KOYA,Kissy Koya CHP,MASIMBARA (KOYA),AHMADIYYA MUSLIM PRIMARY SCHOOL,285
PORT LOKO,KOYA,Kissy Koya CHP,FOREDUGU (KOYA),SIERRA LEONE ISLAMIC ACADEMY (SLIA) PRIMARY,133
PORT LOKO,KOYA,Kissy Koya CHP,Mayeamie Bana,Serrah Vision Academy Primary School,58
PORT LOKO,KOYA,Kissy Koya CHP,Robis,Bangso primary School,85
PORT LOKO,KOYA,Kissy Koya CHP,Mamanso,Nahun International Academy primary school,26
PORT LOKO,KOYA,Kissy Koya CHP,Konta Line,Sierra Leone International Mission Primary School,132
PORT LOKO,KOYA,Komrabai Ngolla CHP,KOM RABBI KING KANTHA (KOYA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,300
PORT LOKO,KOYA,Komrabai Ngolla CHP,MALAISOKO (KOYA),AHMADIYYA MUSLIM PRIMARY SCHOOL,274
PORT LOKO,KOYA,Komrabai Ngolla CHP,MARIFA,EVAGELISM DECIPLESHIP MISSION PRIMARY SCHOOL,253
PORT LOKO,KOYA,Komrabai Ngolla CHP,ROYAIMAH,ROYAL PRIMARY SCHOOL,112
PORT LOKO,KOYA,Komrabai Ngolla CHP,KOMRABAI NGOLLA,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,272
PORT LOKO,MASIMERA,KONTA LINE CHC,KONTA LINE (MASIMERA),AHMADIYYA MUSLIM PRIMARY SCHOOL,396
PORT LOKO,MASIMERA,KONTA LINE CHC,ROYEMA (MASIMERA),ROMAN ATHOLI PRIMARY SCHOOL,301
PORT LOKO,MASIMERA,KONTA LINE CHC,KONTA KUMA (MASIMERA),ROMAN CATHOLIC PRIMARY SCHOOL,263
PORT LOKO,MASIMERA,KONTA LINE CHC,MAMORRKA VILLAGE,COMMUNITY EDUCATION DEVELOPMENT PRIMARY SCHOOL,204
PORT LOKO,MASIMERA,KONTA LINE CHC,ROBIKIE (MASIMERA),KING FAHAD ISLAMIC PRIMARY SCHOOL,236
PORT LOKO,MASIMERA,KONTA LINE CHC,MAMOI (MASIMERA),SAINT GEORGE ROMAN CATHOLIC PRIMARY SCHOOL,260
PORT LOKO,MASIMERA,KONTA LINE CHC,MATHALLAH,RC PRIMARY SCHOOL MATHALLAH,142
PORT LOKO,MASIMERA,KONTA LINE CHC,PETIFU MANIKA,RC PRIMARY SCHOOL ,113
PORT LOKO,KAMASONDO,Konta wallah CHC,KONTA WALLAH (KAMASONDO),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,466
PORT LOKO,KAMASONDO,Konta wallah CHC,Malai,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,139
PORT LOKO,KOYA,Kurankoh CHP,GBONKO MABUYA (KOYA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,226
PORT LOKO,KOYA,Kurankoh CHP,MALEGBEH (KOYA),ALPHA DAMS PRIMARY SCHOOL MALEGBEH,22
PORT LOKO,KOYA,kurankoh CHP,MAKOI (KOYA),ROMAN CATHOLIC PRIMARY SCHOOL /WR,324
PORT LOKO,KOYA,Kurankoh CHP,KAGBUNKOH (KOYA),ROMAN CATHOLIC PRIMARY SCHOOL,218
PORT LOKO,KOYA,Kurankoh CHP,KURANKOH (KOYA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,302
PORT LOKO,KOYA,Kurankoh CHP,Makambo,COMMUNITY PRIMARY SCHOOL,0
PORT LOKO,KAFFU BULLOM,LUNGI UNDER FIVES CHP,TINTAFOR (KAFFU BULLOM),KANKAYLAY ISLAMIC PRIMARY SCHOOL LUNGI,222
PORT LOKO,KAFFU BULLOM,LUNGI UNDER FIVES CHP,SUCTARR (KAFFU BULLOM),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,355
PORT LOKO,KAFFU BULLOM,LUNGI UNDER FIVES CHP,TINTAFOR (KAFFU BULLOM),TROY TILKARAN MEMORIAL AGAPE PRIMARY SCHOOL,206
PORT LOKO,KAFFU BULLOM,LUNGI UNDER FIVES CHP,TINTAFOR (KAFFU BULLOM),SIERRA LEONE CHURCH PRIMARY SCHOOL,370
PORT LOKO,KAFFU BULLOM,LUNGI UNDER FIVES CHP,TINTAFOR (KAFFU BULLOM),SAINT AUGUSTINE ROMAN CATHOLIC PRIMARY SCHOOL,847
PORT LOKO,KAFFU BULLOM,LUNGI UNDER FIVES CHP,TINTAFOR (KAFFU BULLOM),NATIONAL PENTECOSTAL PRIMARY SCHOOL,51
PORT LOKO,KAFFU BULLOM,LUNGI UNDER FIVES CHP,BENKEH (KAFFU BULLOM),PHILADELPHIA INTERNATIONAL PRIMARY SCHOOL BENKEH,42
PORT LOKO,KAFFU BULLOM,LUNGI UNDER FIVES CHP,SUCTARR (KAFFU BULLOM),RABBONI INTERNATIONAL PRIMARY SCHOOL,95
PORT LOKO,KAFFU BULLOM,LUNGI UNDER FIVES CHP,TINTAFOR (KAFFU BULLOM),CALVARY PRIMARY SCHOOL LUNGI,179
PORT LOKO,KAFFU BULLOM,LUNGI UNDER FIVES CHP,TINTAFOR (KAFFU BULLOM),AL-KUDUS ISLAMIC PRIMARY,380
PORT LOKO,KAFFU BULLOM,LUNGI UNDER FIVES CHP,SUCTARR (KAFFU BULLOM),WISDOM INTERNATIONAL PRIMARY SCHOOL,49
PORT LOKO,KAFFU BULLOM,LUNGI UNDER FIVES CHP,KAMASODON (KAFFU BULLOM),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL SENIOR,121
PORT LOKO,KAFFU BULLOM,LUNGI UNDER FIVES CHP,KAMASONDO (KAFFU BULLOM),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,517
PORT LOKO,KAFFU BULLOM,LUNGI UNDER FIVES CHP,KAMASONDO (KAFFU BULLOM),LOGOS EXPERIMENTAL BILINGUAL PRIMARY SCHOOL KAMASONDO,58
PORT LOKO,KAFFU BULLOM,LUNGI UNDER FIVES CHP,KAMASONDO (KAFFU BULLOM),UNITED METHODIST CHURCH PRIMARY SCHOOL,295
PORT LOKO,KAFFU BULLOM,LUNGI UNDER FIVES CHP,SUCTAR,HOUSE OF GRACE SCHOOL OF SCIENCE &TECHNOLOGY,19
PORT LOKO,KAFFU BULLOM,LUNGI UNDER FIVES CHP,SUCTARR (KAFFU BULLOM),CHRISTAL PRIMARY SCHOOL,192
PORT LOKO,KAFFU BULLOM,LUNGI UNDER FIVES CHP,SUCTAR,Services Primary School,578
PORT LOKO,KAFFU BULLOM,LUNGI UNDER FIVES CHP,SUCTAR,Divine Preparatory Primary School,0
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR (MARAMPA),KHULAFAI RASHIDEEN ISLAMIC PRIMARY SCHOOL,201
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR (MARAMPA),SIERRA LEONE CHURCH PRIMARY SCHOOL,605
PORT LOKO,MARAMPA,LUNSAR CHC,KONTA BANA (MARAMPA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,340
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR (MARAMPA),HOPE INTERNATIONAL PRIMARY SCHOOL,50
PORT LOKO,MARAMPA,LUNSAR CHC,MABLA (MARAMPA),COMMUNITY PRIMARY SCHOOL,99
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR (MARAMPA),SAINT JOHN OF GOD KATISH PRIMARY SCHOOL,214
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR (MARAMPA),JAMES MEMORIAL PRIMARY SECHOOL FOR THE NEEDY,581
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR GBOM-LIMBA (MARAMPA),DISTRICT EDUCATION COMMITTEE BAPTIST PRIMARY SCHOOL,349
PORT LOKO,MARAMPA,LUNSAR CHC,LABOUR CAMP LUNSAR (MARAMPA),ROMAN CATHOLIC PRIMARY SCHOOL,369
PORT LOKO,MARAMPA,LUNSAR CHC,KASAB (MARAMPA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,270
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR (MARAMPA),BETHEL PRIMARY SCHOOL MADIGBO,253
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR,SAINT THOMAS NORWICH PRIMARY SCHOOL / DUPLICATE,100
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR,LUNSAR ISLAMIC ACADEMY PRIMARY SCHOOL,155
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR (MARAMPA),ROMAN CATHOLIC PRIMARY SCHOOL JUNIOR BOYS,618
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR,DEVINE PREPARATORY PRIMARY SCHOOL,120
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR (MARAMPA),THE DOOR PRIMARY SCHOOL,232
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR (MARAMPA),ROMAN CATHOLIC PRIMARY SCHOOL BOYS,275
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR (MARAMPA),KELLETT INTERNATIONAL ORPHANAGE PRIMARY SCHOOL,195
PORT LOKO,MARAMPA,LUNSAR CHC,MAGBAFTH (MARAMPA),DISTRICT EDUCATION COMMITTEE CHURCH OF FREEDOM PRIMARY SCHOOL,302
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR,LUNSAR ISLAMIC ACADEMY,190
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR (MARAMPA),OUR LADY OF GUADALUPE PRIMARY SCHOOL,780
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR (MARAMPA),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL SENIOR,320
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR (MARAMPA),AHMADIYYA MUSLIM PRIMARY SCHOOL,494
PORT LOKO,MARAMPA,LUNSAR CHC,MAGBAFTH (MARAMPA),KALLAY BAH ISLAMIC PRIMARY SCHOOL,313
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR (MARAMPA),IDEAS SPECIAL SERVICE ACADEMY PRIMARY SCHOOL,160
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR (MARAMPA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,415
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR (MARAMPA),SAINT MATHIAS PRIMARY SCHOOL LUNSAR,283
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR (MARAMPA),SIERRA LEONE PRIMARY CHURCH SCHOOL CHAINDATTA,166
PORT LOKO,MARAMPA,LUNSAR CHC,ROBONKA (MARAMPA),ROMAN CATHOLIC PRIMARY SCHOOL,97
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR (MARAMPA),JOSEPHINE BAKHITA PRIMARY SCHOOL,244
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR,GOD'S WILL PRIMARY SCHOOL,30
PORT LOKO,MARAMPA,LUNSAR CHC,ROGBALLAN VILLAGE (MARAMPA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,237
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR (MARAMPA),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,512
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR (MARAMPA) PORTLOKO ROAD,HOPE INTERNATIONAL PRIMARY SCHOOL,58
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR (MARAMPA) DUMPA LINE USA,JUST HOPE BAPTIST PRIMARY SCHOOL,140
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR ,EBENEZER BAPTIST PRIMARY SCHOOL,89
PORT LOKO,KOYA,Mabaimba Adama MCHP,MABAIMBA (KOYA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,23
PORT LOKO,KOYA,Mabaimba Adama MCHP,ROTHCOMP (KOYA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,83
PORT LOKO,KOYA,Mabaimba Adama MCHP,ROGBANTAMA (KOYA),HOPE ACADEMIC PRIMARY SCHOOL,140
PORT LOKO,KOYA,Mabaimba Adama MCHP,ROGBOM (KOYA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,255
PORT LOKO,KOYA,Mabaimba Adama MCHP,ROTUMBA (KOYA),COMMUNITY PRIMARY SCHOOL,277
PORT LOKO,KOYA,Mabaimba Adama MCHP,ROSEMGBEH (KOYA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,253
PORT LOKO,MACONTEH,Mabain MCHP,MALAL KONTEH (MACONTEH),KANKAYLAY ISLAMIC PRIMARY SCHOOL MALAL KONTEH,139
PORT LOKO,MACONTEH,Mabain MCHP ,ROKRIRMA (MACONTEH),EARLY CHILDHOOD DEVELOPMENT PRIMARY SCHOOL,80
PORT LOKO,MACONTEH,Mabain MCHP ,MAKING (MACONTEH),EARLY CHILDHOOD DEVELOPMENT PRIMARY SCHOOL,130
PORT LOKO,MACONTEH,Mabain MCHP ,MAKIN (MACONTEH),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,332
PORT LOKO,MAFORKI,MABONI CHP,MAGBATEH (MAFORKI),MOVEMENT OF FAITH ISLAMIC PRIMARY SCHOOL,152
PORT LOKO,MAFORKI,MABONI CHP,ROFANYEA (MAFORKI),KHULAFAI RASHIDEEN ISLAMIC PRIMARY SCHOOL,164
PORT LOKO,MAFORKI,MABONI CHP,MABNIE (MAFORKI),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,242
PORT LOKO,MAFORKI,MABONI CHP,MADORA,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,310
PORT LOKO,KOYA,Mabora MCHP,MABORA (KOYA),SAINT LAURENCE ROMAN CATHOLIC PRIMARY SCHOOL,348
PORT LOKO,KOYA,Mabora MCHP,MAKENI FERRY (KOYA),EVANGELICAL MODEL PRIIMARY SCHOOL,323
PORT LOKO,KOYA,Mabora MCHP,ROTIFUNK KOYA (KOYA),EVANGELICAL MODEL PRIIMARY SCHOOL,320
